               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                   0,             0.12104,            0.086483,             0.07709,          0.00037249,            0.078792,          0.00029511,          8.3575e-05,             0.12082,            0.050095,            0.081531,              0.0946,              0.0006,              0.0006
                   1,             0.11486,            0.085643,            0.077317,           0.0010398,             0.10044,          0.00092593,          0.00027249,             0.11692,            0.048149,            0.080298,            0.088291,           0.0012914,           0.0012914
                   2,             0.10735,            0.086377,            0.074916,           0.0010165,            0.095818,           0.0015046,          0.00036899,             0.11181,            0.048691,             0.07865,            0.081974,           0.0019736,           0.0019736
                   3,             0.10206,            0.093407,            0.073413,           0.0018756,            0.085154,           0.0022811,          0.00040391,             0.10701,            0.050377,            0.076453,            0.075647,           0.0026465,           0.0026465
                   4,            0.094336,             0.10767,            0.067824,           0.0084764,             0.22119,            0.012981,           0.0055578,              0.1016,            0.057281,            0.073267,             0.06931,           0.0033102,           0.0033102
                   5,            0.092511,             0.11537,            0.068734,           0.0054623,             0.17225,            0.010492,           0.0026916,            0.097657,            0.083572,            0.068579,            0.062965,           0.0039647,           0.0039647
                   6,            0.083536,            0.092663,            0.065468,            0.010615,             0.24946,            0.014773,           0.0042731,            0.089835,            0.086884,            0.062048,             0.05661,           0.0046099,           0.0046099
                   7,            0.083617,             0.10222,            0.061666,              0.7025,            0.029614,            0.010653,           0.0026107,            0.092282,            0.095062,            0.058594,            0.050246,           0.0052459,           0.0052459
                   8,            0.076007,            0.085317,             0.06005,           0.0068046,             0.16513,           0.0074008,           0.0020767,            0.087808,            0.074631,            0.057776,            0.043873,           0.0058726,           0.0058726
                   9,            0.080478,             0.09412,             0.05507,             0.83346,            0.016144,           0.0092666,           0.0026741,            0.092209,            0.078613,            0.058093,             0.03749,           0.0064901,           0.0064901
                  10,            0.077823,            0.086151,            0.059624,             0.45297,             0.10277,            0.016173,           0.0064453,            0.096055,            0.086136,            0.058484,            0.031098,           0.0070984,           0.0070984
                  11,            0.080176,             0.09588,            0.054516,             0.55795,             0.12253,            0.043758,            0.011437,            0.082828,             0.08194,            0.057715,            0.024697,           0.0076974,           0.0076974
                  12,            0.073912,            0.088458,            0.059492,             0.59993,             0.10218,            0.031558,            0.010711,            0.093128,            0.069778,            0.056628,            0.018287,           0.0082872,           0.0082872
                  13,            0.071858,             0.08373,            0.054097,             0.65288,            0.047102,            0.025041,           0.0057781,              0.1013,            0.071457,            0.055945,            0.011868,           0.0088677,           0.0088677
                  14,              0.0836,            0.084292,            0.052286,              0.7422,            0.060241,            0.071133,            0.030409,            0.093686,            0.054123,            0.054126,            0.009076,            0.009076,            0.009076
                  15,            0.077686,            0.087641,            0.054997,             0.67308,             0.12358,            0.075156,            0.030617,            0.088556,            0.060928,            0.054285,            0.009076,            0.009076,            0.009076
                  16,             0.07346,            0.076821,            0.056598,             0.62819,             0.14174,            0.052624,            0.021543,            0.082461,            0.057976,            0.054224,             0.00901,             0.00901,             0.00901
                  17,            0.071583,             0.08526,            0.047872,             0.62268,             0.14808,            0.066596,            0.031341,            0.091075,            0.064606,            0.055078,            0.008944,            0.008944,            0.008944
                  18,            0.072876,             0.11176,            0.053236,             0.67371,             0.10143,            0.073578,            0.029126,            0.084767,            0.066223,            0.055164,            0.008878,            0.008878,            0.008878
                  19,            0.072595,            0.086056,             0.05047,             0.59663,              0.1602,             0.11789,            0.054279,            0.079421,            0.055115,            0.054639,            0.008812,            0.008812,            0.008812
                  20,            0.067739,            0.095273,            0.050933,             0.70387,            0.088047,            0.087066,            0.032609,             0.08164,            0.055557,            0.054492,            0.008746,            0.008746,            0.008746
                  21,            0.069647,             0.11101,            0.050195,             0.67494,            0.097218,            0.082874,              0.0421,             0.07962,            0.055542,              0.0552,             0.00868,             0.00868,             0.00868
                  22,            0.068672,              0.0779,             0.04778,             0.56058,             0.15455,              0.1586,            0.090866,            0.077709,            0.048439,             0.05481,            0.008614,            0.008614,            0.008614
                  23,            0.061199,            0.078971,            0.050242,             0.42862,             0.18968,             0.13301,            0.070974,            0.075504,            0.053368,            0.055908,            0.008548,            0.008548,            0.008548
                  24,            0.070416,            0.078097,            0.051875,             0.68991,             0.15717,             0.16952,             0.10088,            0.071549,            0.050819,            0.055811,            0.008482,            0.008482,            0.008482
                  25,            0.057841,            0.081219,            0.046064,             0.61099,             0.15894,             0.10418,            0.052075,            0.077068,            0.053505,            0.054297,            0.008416,            0.008416,            0.008416
                  26,            0.063209,            0.091964,            0.047342,              0.6437,             0.16751,             0.10898,            0.073343,              0.0695,            0.058441,            0.055872,             0.00835,             0.00835,             0.00835
                  27,            0.058932,            0.089866,            0.050738,             0.46722,             0.15992,             0.14183,              0.0871,            0.071495,            0.052475,            0.055481,            0.008284,            0.008284,            0.008284
                  28,            0.060154,            0.091633,            0.050147,             0.52131,             0.14836,             0.15556,             0.10328,            0.070762,            0.050827,            0.056116,            0.008218,            0.008218,            0.008218
                  29,            0.055547,             0.08288,            0.046765,             0.45793,             0.18912,             0.16609,             0.10202,            0.069358,             0.05452,            0.054956,            0.008152,            0.008152,            0.008152
                  30,              0.0574,            0.087916,            0.049151,             0.58087,             0.18076,             0.18278,             0.11383,            0.067899,            0.051727,             0.05354,            0.008086,            0.008086,            0.008086
                  31,            0.060208,            0.086146,             0.04189,             0.56826,             0.18888,             0.20573,             0.12344,            0.065238,            0.051788,             0.05376,             0.00802,             0.00802,             0.00802
                  32,            0.055222,            0.086196,            0.043277,             0.40219,             0.17761,             0.17968,             0.13185,            0.065622,            0.052185,            0.055371,            0.007954,            0.007954,            0.007954
                  33,            0.052015,            0.074552,            0.043815,             0.62401,              0.1598,             0.19477,             0.12327,            0.070893,            0.051926,            0.055103,            0.007888,            0.007888,            0.007888
                  34,            0.058343,             0.07549,            0.045198,             0.53069,             0.20572,             0.18838,             0.11271,            0.066019,            0.052719,            0.055591,            0.007822,            0.007822,            0.007822
                  35,            0.051237,            0.074569,            0.041048,             0.55315,             0.22145,             0.20095,             0.11969,            0.065382,            0.053009,            0.056372,            0.007756,            0.007756,            0.007756
                  36,            0.053895,            0.093759,            0.046027,             0.53863,             0.22751,             0.20493,             0.13437,            0.065006,            0.053757,             0.05813,             0.00769,             0.00769,             0.00769
                  37,             0.05219,            0.074006,            0.039744,             0.54248,             0.23027,             0.19225,             0.10531,            0.069892,            0.055359,            0.058362,            0.007624,            0.007624,            0.007624
                  38,            0.053746,            0.090881,            0.041463,             0.66702,             0.13814,             0.18057,             0.12124,            0.068549,            0.054077,            0.059546,            0.007558,            0.007558,            0.007558
                  39,            0.050419,            0.076712,            0.045745,             0.56683,             0.17822,             0.15974,            0.096421,            0.067167,            0.056381,            0.059851,            0.007492,            0.007492,            0.007492
                  40,             0.05399,            0.088417,            0.042952,             0.58476,             0.18264,             0.15474,            0.089401,            0.068741,            0.053192,            0.059265,            0.007426,            0.007426,            0.007426
                  41,            0.052295,            0.089191,            0.037723,             0.53862,             0.19836,             0.17796,             0.10806,            0.068042,            0.053223,             0.05896,             0.00736,             0.00736,             0.00736
                  42,            0.051496,            0.080846,            0.035925,             0.54031,             0.21076,             0.17574,             0.10878,            0.069293,            0.052124,            0.059827,            0.007294,            0.007294,            0.007294
                  43,            0.052689,            0.082395,            0.039437,              0.5509,             0.19448,             0.16411,            0.090024,            0.067688,            0.054489,            0.060596,            0.007228,            0.007228,            0.007228
                  44,            0.053842,            0.078034,            0.038895,              0.4844,              0.1719,             0.17507,             0.10567,            0.065069,            0.055237,            0.060242,            0.007162,            0.007162,            0.007162
                  45,            0.050899,            0.068993,            0.042037,             0.60225,             0.12604,             0.18129,             0.11021,            0.069042,            0.054199,             0.05918,            0.007096,            0.007096,            0.007096
                  46,            0.054074,             0.08763,            0.040033,             0.60387,             0.14383,              0.1725,             0.10414,            0.065676,            0.055817,            0.059521,             0.00703,             0.00703,             0.00703
                  47,            0.048223,            0.071286,            0.037217,             0.55836,             0.19918,             0.18628,              0.1134,            0.062897,             0.05571,            0.060559,            0.006964,            0.006964,            0.006964
                  48,            0.050672,            0.080968,            0.037127,             0.49437,             0.19145,             0.18435,             0.10706,            0.064653,            0.054443,            0.061304,            0.006898,            0.006898,            0.006898
                  49,            0.047563,            0.079494,            0.038781,             0.57712,             0.17923,             0.16258,            0.092888,             0.06384,            0.058319,            0.060059,            0.006832,            0.006832,            0.006832
                  50,             0.04715,             0.06686,            0.038854,              0.6302,             0.15253,             0.17401,             0.10545,            0.064135,             0.05838,            0.061316,            0.006766,            0.006766,            0.006766
                  51,            0.049396,            0.068179,            0.034465,             0.63681,             0.15584,             0.19158,             0.11992,            0.061961,            0.058411,            0.061768,              0.0067,              0.0067,              0.0067
                  52,            0.052673,            0.075105,            0.033984,             0.64207,             0.17143,             0.18596,             0.10881,            0.066281,            0.056488,            0.062134,            0.006634,            0.006634,            0.006634
                  53,            0.050255,            0.076472,            0.035259,             0.61238,             0.15761,             0.17526,            0.094173,             0.06479,             0.05896,            0.063147,            0.006568,            0.006568,            0.006568
                  54,            0.048764,            0.070932,            0.038202,             0.61406,              0.1685,             0.19995,             0.12999,            0.062365,             0.05687,            0.062573,            0.006502,            0.006502,            0.006502
                  55,            0.047491,            0.072469,            0.031285,             0.65124,              0.1508,             0.17137,               0.119,            0.061962,            0.057922,            0.063782,            0.006436,            0.006436,            0.006436
                  56,            0.046245,            0.077903,            0.035858,             0.59648,             0.14385,             0.17742,             0.11138,             0.06316,            0.057617,            0.063806,             0.00637,             0.00637,             0.00637
                  57,             0.04683,             0.07101,            0.037026,             0.59137,             0.14549,             0.18173,             0.11221,            0.064156,            0.060303,            0.064026,            0.006304,            0.006304,            0.006304
                  58,            0.048179,            0.080544,            0.037655,             0.59773,             0.14136,             0.20829,             0.12107,            0.062268,             0.06015,            0.065649,            0.006238,            0.006238,            0.006238
