               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                   0,             0.12104,            0.086483,             0.07709,          0.00060046,            0.076114,          0.00041466,          9.3592e-05,             0.12087,             0.04998,            0.081458,              0.0946,              0.0006,              0.0006
                   1,             0.11486,            0.085638,            0.077319,          0.00072298,             0.08485,          0.00058296,          0.00014748,             0.11663,             0.04847,            0.080286,            0.088287,           0.0012871,           0.0012871
                   2,              0.1074,            0.086351,            0.074924,           0.0012513,             0.10119,           0.0012728,           0.0001746,              0.1113,            0.048996,            0.078564,             0.08196,           0.0019604,           0.0019604
                   3,             0.10202,            0.093409,            0.073448,           0.0036501,             0.12494,           0.0033179,           0.0012977,             0.10669,            0.050507,            0.076331,             0.07562,           0.0026198,           0.0026198
                   4,            0.094386,             0.10769,            0.067857,           0.0069536,             0.24858,           0.0080979,           0.0030868,              0.1011,             0.05648,            0.073181,            0.069265,           0.0032654,           0.0032654
                   5,            0.092643,             0.11534,            0.068837,           0.0057047,             0.19153,            0.009691,           0.0032206,            0.097201,            0.080444,            0.068555,            0.062897,            0.003897,            0.003897
                   6,            0.083745,              0.0925,            0.065552,            0.010991,              0.2483,            0.016056,           0.0048764,            0.089595,            0.083832,            0.062036,            0.056515,           0.0045149,           0.0045149
                   7,            0.083729,             0.10215,             0.06181,            0.020818,             0.15941,            0.021464,           0.0045856,            0.090817,            0.091293,            0.058533,            0.050119,           0.0051188,           0.0051188
                   8,            0.076477,            0.085398,            0.060151,           0.0067517,             0.22026,            0.011708,           0.0031377,            0.086752,            0.072708,            0.057739,            0.043709,            0.005709,            0.005709
                   9,            0.079893,            0.094421,            0.055233,             0.54082,            0.089679,            0.021352,           0.0054017,            0.088229,            0.076141,            0.058069,            0.037285,           0.0062852,           0.0062852
                  10,            0.076975,            0.086334,            0.059721,             0.46686,             0.10383,            0.019191,           0.0045617,            0.090745,            0.080261,            0.058508,            0.030848,           0.0068476,           0.0068476
                  11,            0.082458,            0.093617,            0.054663,             0.60246,             0.12674,            0.057775,            0.021783,             0.08356,            0.077438,            0.057837,            0.024396,           0.0073961,           0.0073961
                  12,            0.073423,            0.089086,            0.059653,             0.58255,              0.1037,             0.02314,            0.010793,            0.093425,            0.075691,            0.057703,            0.017931,           0.0079308,           0.0079308
                  13,            0.071717,            0.083474,             0.05421,             0.60391,             0.07736,            0.034852,            0.013995,            0.092254,            0.062256,            0.056177,            0.011452,           0.0084516,           0.0084516
                  14,            0.080386,            0.087354,            0.052483,              0.6632,            0.098039,             0.06023,            0.018951,             0.08383,            0.056244,             0.05448,            0.008614,            0.008614,            0.008614
                  15,            0.072106,            0.089253,            0.055263,             0.60879,             0.12943,             0.03975,            0.012519,            0.082616,            0.067062,            0.054456,            0.008614,            0.008614,            0.008614
                  16,            0.071181,            0.079107,            0.056808,             0.66696,             0.14447,            0.090712,             0.03947,            0.075985,            0.056732,            0.053918,            0.008515,            0.008515,            0.008515
                  17,            0.067329,            0.087592,            0.048231,             0.64606,             0.14701,            0.052415,            0.019255,            0.080208,            0.067673,            0.054956,            0.008416,            0.008416,            0.008416
                  18,            0.074334,             0.11363,            0.053436,             0.67116,             0.13618,            0.095078,            0.042753,            0.077813,            0.056236,            0.053943,            0.008317,            0.008317,            0.008317
                  19,            0.064082,            0.085741,             0.05046,              0.6647,             0.16267,            0.096612,            0.036987,            0.077557,            0.050293,            0.054248,            0.008218,            0.008218,            0.008218
                  20,            0.065511,            0.095267,            0.050837,             0.67021,             0.10361,             0.10261,            0.038541,            0.077914,            0.051842,            0.054688,            0.008119,            0.008119,            0.008119
                  21,             0.06635,             0.11259,            0.050106,             0.68953,             0.13571,             0.11067,             0.05248,            0.074916,            0.052193,            0.056287,             0.00802,             0.00802,             0.00802
                  22,            0.066827,             0.07669,            0.047454,             0.66492,             0.11736,             0.12389,            0.063595,            0.078802,            0.048454,            0.056763,            0.007921,            0.007921,            0.007921
                  23,             0.06059,             0.07919,            0.050295,             0.65246,             0.16951,             0.13225,            0.068601,            0.072073,            0.054588,            0.058191,            0.007822,            0.007822,            0.007822
                  24,            0.068244,            0.080361,            0.052139,             0.69886,             0.18145,             0.16909,             0.11299,            0.074014,             0.05365,            0.057739,            0.007723,            0.007723,            0.007723
