               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                   0,             0.12045,             0.10966,            0.040647,           0.0050852,            0.090712,           0.0029874,          0.00071272,             0.12271,            0.076019,            0.042957,              0.0973,              0.0003,              0.0003
                   1,             0.11943,             0.11908,            0.040268,           0.0073923,             0.13698,           0.0044588,           0.0010496,             0.12011,            0.078018,            0.042398,            0.093695,          0.00069538,          0.00069538
                   2,             0.11315,             0.11537,            0.038937,            0.009436,             0.17626,           0.0062499,           0.0014649,             0.11571,            0.082428,            0.041556,            0.090085,           0.0010855,           0.0010855
                   3,             0.11268,             0.14769,            0.038085,            0.011958,             0.22136,           0.0097182,           0.0022734,             0.11062,            0.087524,            0.040485,             0.08647,           0.0014703,           0.0014703
                   4,             0.10774,             0.14491,            0.036985,            0.016808,             0.31787,            0.017701,           0.0038182,              0.1053,            0.092422,            0.039523,             0.08285,           0.0018498,           0.0018498
                   5,             0.10458,             0.13536,            0.035566,            0.034222,             0.16056,            0.026852,           0.0068353,             0.10045,            0.095078,            0.038635,            0.079224,           0.0022241,           0.0022241
                   6,            0.099758,             0.15786,            0.033192,            0.057102,             0.17302,             0.03682,            0.010752,            0.096706,             0.11584,            0.038141,            0.075593,           0.0025931,           0.0025931
                   7,             0.09508,             0.15049,            0.033973,             0.70301,            0.091057,            0.036872,            0.010399,            0.095436,             0.16882,            0.037537,            0.071957,           0.0029568,           0.0029568
                   8,            0.088444,             0.12775,            0.031897,             0.74655,             0.10198,            0.076978,             0.02457,            0.088668,             0.12537,            0.036154,            0.068315,           0.0033152,           0.0033152
                   9,             0.08859,             0.13533,            0.029697,            0.048142,             0.35279,             0.05616,            0.017683,            0.088368,             0.13632,             0.03501,            0.064668,           0.0036683,           0.0036683
                  10,            0.081541,              0.1274,            0.033286,            0.066369,             0.34921,            0.073259,            0.023753,            0.084487,             0.16888,            0.032831,            0.061016,           0.0040162,           0.0040162
                  11,            0.084122,             0.14353,            0.028063,             0.73208,             0.12546,            0.083201,            0.024557,            0.085405,             0.15747,            0.032391,            0.057359,           0.0043588,           0.0043588
                  12,            0.081896,             0.14977,            0.028256,             0.12861,             0.32928,             0.12254,            0.040666,            0.084127,             0.11252,            0.031055,            0.053696,           0.0046961,           0.0046961
                  13,            0.077883,             0.11872,             0.02883,             0.11014,             0.35798,             0.10625,            0.035717,            0.085934,             0.10846,            0.029672,            0.050028,           0.0050281,           0.0050281
                  14,            0.079782,             0.13817,            0.027511,            0.092751,              0.3806,             0.10331,            0.029663,            0.082969,             0.11179,            0.029324,            0.046355,           0.0053548,           0.0053548
                  15,            0.080692,             0.13964,            0.026597,             0.10671,             0.44459,             0.12747,            0.040664,            0.081641,             0.12189,            0.029004,            0.042676,           0.0056763,           0.0056763
                  16,            0.077516,             0.11129,            0.027266,             0.17744,             0.37117,             0.15118,            0.053711,            0.079506,             0.10205,            0.027759,            0.038992,           0.0059925,           0.0059925
                  17,             0.07865,             0.10656,             0.02572,             0.18824,             0.36904,             0.19048,            0.060658,            0.076904,            0.091766,            0.026596,            0.035303,           0.0063034,           0.0063034
                  18,            0.080746,             0.13068,            0.023192,             0.19947,             0.46723,             0.19802,            0.076543,            0.074998,             0.10826,            0.026596,            0.031609,            0.006609,            0.006609
                  19,            0.075736,             0.11859,            0.021427,             0.21556,             0.37872,             0.18808,            0.064947,            0.079177,            0.095718,            0.026083,            0.027909,           0.0069093,           0.0069093
                  20,            0.075744,             0.13703,            0.023954,             0.25531,             0.34587,             0.18627,            0.058581,            0.081956,            0.088593,            0.026115,            0.024204,           0.0072044,           0.0072044
                  21,            0.078691,             0.13269,            0.023884,             0.54339,             0.21559,             0.19626,            0.067466,            0.076778,            0.096542,            0.025612,            0.020494,           0.0074942,           0.0074942
                  22,            0.076107,             0.11163,            0.023611,             0.24479,              0.3174,             0.20874,            0.071579,            0.078011,            0.085846,            0.024916,            0.016779,           0.0077787,           0.0077787
                  23,            0.074411,              0.1048,            0.022159,             0.20286,              0.3222,             0.20199,            0.070641,            0.075856,            0.084869,            0.024362,            0.013058,           0.0080579,           0.0080579
                  24,            0.072256,             0.11438,            0.021524,             0.39955,              0.3042,              0.2235,             0.07642,            0.074222,            0.087631,            0.023781,           0.0093318,           0.0083318,           0.0083318
                  25,            0.071513,             0.10397,            0.020844,             0.20903,             0.36472,              0.1745,            0.067331,            0.075283,            0.092941,            0.023987,             0.00835,             0.00835,             0.00835
                  26,             0.06993,             0.12188,            0.019351,             0.12847,             0.39154,             0.13396,            0.042524,            0.080076,            0.093292,            0.024257,             0.00835,             0.00835,             0.00835
                  27,            0.072608,             0.10916,            0.021361,              0.2051,             0.31584,             0.17055,            0.062865,            0.075023,            0.086456,            0.025401,            0.008284,            0.008284,            0.008284
                  28,            0.067056,             0.12354,            0.018515,             0.41979,             0.28984,             0.18482,            0.069331,            0.075471,              0.0979,            0.025795,            0.008218,            0.008218,            0.008218
                  29,            0.067576,             0.12121,            0.018321,             0.50735,             0.23002,             0.18458,            0.074646,            0.071524,              0.1434,            0.026033,            0.008152,            0.008152,            0.008152
                  30,            0.068067,             0.11873,            0.016747,             0.33588,             0.36801,             0.22934,            0.088366,            0.070851,            0.095306,            0.025685,            0.008086,            0.008086,            0.008086
                  31,            0.068607,             0.10888,            0.018071,             0.34764,             0.32604,             0.26101,             0.11289,            0.067044,            0.088211,             0.02677,             0.00802,             0.00802,             0.00802
                  32,            0.063126,             0.10477,            0.020499,             0.28715,             0.31476,             0.23427,            0.092064,            0.071984,            0.092697,            0.024948,            0.007954,            0.007954,            0.007954
