               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  53,             0.04704,            0.078139,             0.03666,             0.62581,             0.14021,             0.18007,             0.11921,            0.063972,            0.057312,            0.063025,            0.004852,            0.004852,            0.004852
                  54,            0.048267,            0.069811,            0.039061,             0.61096,             0.14573,             0.18233,             0.13349,            0.062298,            0.056076,            0.063879,            0.004753,            0.004753,            0.004753
                  55,            0.045082,            0.073965,            0.032283,             0.57481,             0.13232,             0.17039,             0.11972,            0.063508,            0.057831,            0.065295,            0.004654,            0.004654,            0.004654
                  56,            0.044685,            0.079219,            0.035691,             0.58331,             0.13941,             0.17009,             0.12395,            0.061241,            0.058533,            0.065674,            0.004555,            0.004555,            0.004555
                  57,             0.04415,            0.071311,            0.037495,             0.45709,             0.20208,             0.17166,             0.11023,            0.064446,             0.05835,             0.06532,            0.004456,            0.004456,            0.004456
                  58,            0.044601,            0.079571,             0.03928,             0.47114,              0.2403,             0.16744,             0.11297,             0.06307,            0.057266,            0.065649,            0.004357,            0.004357,            0.004357
                  59,            0.047714,            0.074936,             0.03516,             0.47955,             0.23441,             0.16927,             0.12427,            0.064329,              0.0578,            0.064465,            0.004258,            0.004258,            0.004258
                  60,            0.045029,            0.075738,            0.035918,             0.48971,             0.22785,             0.18577,             0.13375,            0.064898,            0.057678,            0.064172,            0.004159,            0.004159,            0.004159
                  61,            0.041057,            0.069715,            0.039176,             0.48509,             0.23722,             0.17509,             0.11913,            0.064499,            0.058273,            0.065271,             0.00406,             0.00406,             0.00406
                  62,            0.044761,            0.086324,            0.032789,             0.47516,             0.23851,             0.17592,             0.13113,            0.063793,            0.057343,            0.066199,            0.003961,            0.003961,            0.003961
                  63,            0.040971,            0.063231,            0.033837,             0.41182,             0.23074,             0.18206,             0.13585,            0.062603,            0.056458,            0.066138,            0.003862,            0.003862,            0.003862
                  64,            0.044071,            0.083535,            0.033505,              0.5924,             0.14479,             0.18765,             0.13659,            0.061474,            0.057358,            0.066064,            0.003763,            0.003763,            0.003763
                  65,            0.039374,             0.06827,            0.032038,             0.47506,             0.22495,             0.17703,             0.14094,            0.059465,            0.057632,            0.066724,            0.003664,            0.003664,            0.003664
                  66,            0.042048,            0.076536,             0.03488,             0.50678,             0.24519,              0.1976,             0.13509,            0.059093,            0.057495,            0.068188,            0.003565,            0.003565,            0.003565
                  67,            0.040614,            0.065782,            0.032859,             0.43342,             0.18412,             0.21671,             0.14931,            0.058841,              0.0578,            0.067261,            0.003466,            0.003466,            0.003466
                  68,              0.0445,            0.063899,            0.036072,             0.43502,             0.18412,             0.20965,             0.14729,            0.060624,            0.057129,             0.06698,            0.003367,            0.003367,            0.003367
                  69,            0.041109,            0.078413,            0.035301,             0.41372,             0.25687,              0.2165,             0.15691,            0.058686,            0.058212,            0.066528,            0.003268,            0.003268,            0.003268
                  70,            0.042105,            0.059723,            0.037181,             0.41127,             0.29657,             0.20798,             0.15174,            0.059516,            0.058487,            0.065747,            0.003169,            0.003169,            0.003169
                  71,             0.03766,            0.059756,            0.032992,             0.41606,             0.28361,             0.21426,             0.15823,            0.060238,            0.059494,            0.065588,             0.00307,             0.00307,             0.00307
                  72,            0.040626,            0.073284,            0.032852,             0.41397,             0.24462,             0.22169,               0.157,            0.057794,            0.060455,             0.06604,            0.002971,            0.002971,            0.002971
                  73,            0.038287,            0.065635,            0.034054,             0.40537,             0.27837,             0.21983,             0.15641,            0.059202,            0.060577,            0.065881,            0.002872,            0.002872,            0.002872
                  74,            0.040252,             0.06597,            0.031881,             0.49089,             0.25604,             0.23117,             0.17146,            0.058656,             0.06012,             0.06554,            0.002773,            0.002773,            0.002773
                  75,            0.040917,             0.08463,            0.031326,             0.41877,             0.26865,             0.22469,             0.16456,            0.058629,            0.060211,             0.06532,            0.002674,            0.002674,            0.002674
                  76,            0.041762,            0.073721,            0.033302,             0.41665,             0.27816,             0.22631,             0.16172,            0.058191,             0.06012,            0.065222,            0.002575,            0.002575,            0.002575
                  77,            0.035572,            0.061071,             0.03435,              0.4188,             0.26229,             0.22943,             0.16012,            0.059633,            0.059555,            0.065259,            0.002476,            0.002476,            0.002476
                  78,            0.043579,            0.081618,              0.0344,             0.40892,             0.25634,             0.23025,             0.16366,            0.058454,            0.059937,            0.066431,            0.002377,            0.002377,            0.002377
                  79,            0.037935,             0.06331,            0.029959,             0.42032,             0.25833,             0.23573,             0.16936,            0.058058,            0.060287,            0.066858,            0.002278,            0.002278,            0.002278
                  80,            0.035067,            0.064298,            0.031994,             0.42537,             0.26454,             0.23893,             0.16656,            0.058725,            0.059509,            0.067004,            0.002179,            0.002179,            0.002179
                  81,            0.039652,            0.067062,            0.030474,             0.42379,             0.27175,             0.22951,             0.16261,            0.058053,            0.060654,            0.066504,             0.00208,             0.00208,             0.00208
                  82,            0.037006,            0.064851,            0.028893,             0.42967,             0.19396,             0.23432,             0.16602,            0.059436,             0.06134,            0.066199,            0.001981,            0.001981,            0.001981
                  83,            0.040621,            0.064083,            0.034407,             0.43855,             0.19289,             0.23338,             0.16488,            0.060547,             0.06218,            0.065369,            0.001882,            0.001882,            0.001882
                  84,            0.038268,            0.072897,            0.032565,             0.35045,             0.26804,             0.22373,             0.16308,            0.060867,            0.060104,            0.065356,            0.001783,            0.001783,            0.001783
                  85,            0.038368,            0.062707,            0.036268,             0.32979,             0.32156,             0.22777,             0.16284,            0.060395,            0.060745,            0.065369,            0.001684,            0.001684,            0.001684
                  86,            0.035525,            0.056573,            0.033086,             0.28351,             0.32658,             0.22565,             0.15037,             0.06099,            0.061203,             0.06532,            0.001585,            0.001585,            0.001585
                  87,             0.03687,            0.076804,            0.027545,             0.27257,             0.32535,              0.1995,             0.14317,            0.058648,            0.061249,            0.066492,            0.001486,            0.001486,            0.001486
                  88,            0.035109,            0.064961,             0.02867,              0.2996,             0.25584,              0.2071,             0.14775,            0.058835,            0.060883,            0.066187,            0.001387,            0.001387,            0.001387
                  89,            0.038067,            0.065242,            0.032669,             0.42151,             0.19669,              0.2108,             0.14962,            0.058472,            0.060516,            0.065869,            0.001288,            0.001288,            0.001288
                  90,            0.038969,            0.068911,             0.03463,             0.35478,             0.19148,             0.20948,             0.14542,             0.05846,             0.06041,            0.065283,            0.001189,            0.001189,            0.001189
                  91,            0.033345,            0.054796,            0.030568,             0.38832,             0.22921,             0.22933,             0.16014,            0.058928,            0.060211,            0.065039,             0.00109,             0.00109,             0.00109
                  92,            0.036751,            0.064827,            0.027916,             0.34278,             0.25662,             0.23537,             0.16608,            0.058638,            0.060562,            0.064722,            0.000991,            0.000991,            0.000991
                  93,            0.035798,            0.074872,            0.028873,             0.31576,             0.26254,             0.22392,             0.15559,            0.058994,            0.060318,            0.064392,            0.000892,            0.000892,            0.000892
                  94,            0.036347,            0.069896,            0.033146,             0.30121,             0.20578,             0.21217,             0.14742,             0.05896,            0.060135,            0.065015,            0.000793,            0.000793,            0.000793
                  95,            0.032381,            0.057458,            0.033105,             0.26626,              0.2997,             0.20996,             0.14873,             0.05953,            0.060699,             0.06543,            0.000694,            0.000694,            0.000694
                  96,            0.032988,            0.059374,            0.027827,             0.26803,             0.29525,             0.20828,             0.14796,            0.059542,            0.060806,            0.065479,            0.000595,            0.000595,            0.000595
                  97,            0.035394,            0.065801,              0.0301,             0.26523,              0.2841,             0.20891,             0.14699,            0.059514,            0.060928,            0.065613,            0.000496,            0.000496,            0.000496
                  98,            0.038366,             0.08858,            0.034139,             0.26189,             0.27145,             0.20587,              0.1467,            0.059159,            0.060944,            0.065979,            0.000397,            0.000397,            0.000397
                  99,            0.035909,            0.090428,             0.02814,             0.25924,             0.26371,              0.2044,             0.14651,            0.059162,             0.06105,            0.066406,            0.000298,            0.000298,            0.000298
